web_scraper_order,web_scraper_start_url,type_vetements,price,adress,limg_link
"1765185537-1512","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4117238"
"1765185537-1513","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robe enfant","8 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4150089"
"1765185537-1514","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4101121"
"1765185537-1515","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Robes enfants","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4111932"
"1765185537-1516","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement enfant","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-4065291"
"1765185537-1517","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4060125"
"1765185537-1518","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4044065"
"1765185537-1519","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","10 000CFA","Sicap foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4083613"
"1765185537-1520","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4083084"
"1765185537-1521","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4042129"
"1765185537-1522","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4042132"
"1765185537-1523","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4038305"
"1765185537-1524","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtement friperie enfant","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-friperie-enfant-4072975"
"1765185537-1525","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Greniers enfants","1 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/greniers-enfants-4072974"
"1765185537-1526","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072973"
"1765185537-1527","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie peignoir enfants","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-peignoir-enfants-4072972"
"1765185537-1528","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Friperie enfants","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-enfants-4072971"
"1765185537-1529","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4034624"
"1765185537-1530","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfant","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4033667"
"1765185537-1531","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","8 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4033672"
"1765185537-1532","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4028243"
"1765185537-1533","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements  enfant","1 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4061049"
"1765185537-1534","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Vêtements enfants","1 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4061042"
"1765185537-1535","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Fliperies enfants","500CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/fliperies-enfants-4061027"
"1765185537-1536","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfants","3 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4054351"
"1765185537-1537","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4011467"
"1765185537-1538","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Ensemble enfant","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-4010007"
"1765185537-1539","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3997872"
"1765185537-1540","https://sn.coinafrique.com/categorie/vetements-enfants?page=4","Blouson enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-3996986"
"1765185776-1541","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes en basin enfants","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-en-basin-enfants-4667140"
"1765185776-1542","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes basine et brodé enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-basine-et-brode-enfant-4667139"
"1765185776-1543","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfant basin et brodé","10 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-basin-et-brode-4667136"
"1765185776-1544","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","7 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1765185776-1545","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble robe enfants","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695"
"1765185776-1546","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1765185776-1547","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble pour enfants","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4659694"
"1765185776-1548","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalons enfant","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalons-enfant-4659691"
"1765185776-1549","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe Turquie  enfants","7 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-turquie-enfants-4653806"
"1765185776-1550","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","6 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4651640"
"1765185776-1551","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble 3 pièces  enfants","20 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-3-pieces-enfants-4651598"
"1765185776-1552","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vetements enfant","10 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4645364"
"1765185776-1553","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","13 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4645145"
"1765185776-1554","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble  enfants","13 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-4643810"
"1765185776-1555","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4686601"
"1765185776-1556","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","4 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4686597"
"1765185776-1557","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","3 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686588"
"1765185776-1558","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 700CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686576"
"1765185776-1559","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfants","1 500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4686563"
"1765185776-1560","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","18 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4639600"
"1765185776-1561","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","15 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4639590"
"1765185776-1562","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","9 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4677506"
"1765185776-1563","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4676613"
"1765185776-1564","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Silip enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/silip-enfants-4672209"
"1765185776-1565","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pack Jelleba pour enfant","15 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pack-jelleba-pour-enfant-4655936"
"1765185776-1566","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfant","5 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfant-4608935"
"1765185776-1567","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe femme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-femme-4652500"
"1765185776-1568","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe fille","15 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fille-4651732"
"1765185776-1569","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600870"
"1765185776-1570","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600864"
"1765185776-1571","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600865"
"1765185776-1572","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Djellaba enfants","12 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/djellaba-enfants-4600868"
"1765185776-1573","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements bébé","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-4624772"
"1765185776-1574","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Grenouillère","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-4623255"
"1765185776-1575","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Tenue anniversaire enfant","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-anniversaire-enfant-4623058"
"1765185776-1576","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robes enfant","15 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-4623032"
"1765185776-1577","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Vêtements enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-4615109"
"1765185776-1578","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Ensemble filles","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-filles-4615094"
"1765185776-1579","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Coffret naissance","15 000CFA","Sipres, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/coffret-naissance-4608080"
"1765185776-1580","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Robe enfant","9 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4607426"
"1765185776-1581","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Grenouillère","3 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-4606506"
"1765185776-1582","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-friperie-enfants-4604387"
"1765185776-1583","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-friperie-enfants-4604385"
"1765185776-1584","https://sn.coinafrique.com/categorie/vetements-enfants?page=3","Pantalon friperie enfants","3 000CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-friperie-enfants-4604379"
