web_scraper_order,web_scraper_start_url,price,adress,type_shoes,img
"1765198671-382","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3021292"
"1765198671-383","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3021291"
"1765198671-384","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","8 500CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3019231"
"1765198671-385","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Baskets enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3017496"
"1765198671-386","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Baskets enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3017343"
"1765198671-387","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Baskets Nike enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-3017342"
"1765198671-388","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Baskets Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-3015628"
"1765198671-389","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","5 000CFA","Colobane, Dakar, Sénégal","Chaussures enfant friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3012388"
"1765198671-390","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3010551"
"1765198671-391","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Medina, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3007072"
"1765198671-392","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3006541"
"1765198671-393","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","8 500CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3004980"
"1765198671-394","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3000024"
"1765198671-395","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","8 000CFA","Dakar, Sénégal","Mocassin enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassin-enfants-2998854"
"1765198671-396","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Chaussure enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfant-2972750"
"1765198671-397","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","6 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2972549"
"1765198671-398","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","6 000CFA","Dakar, Sénégal","Claquettes enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2972548"
"1765198671-399","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","3 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2956562"
"1765198671-400","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Bottes montantes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-montantes-enfants-2942252"
"1765198671-401","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2942163"
"1765198671-402","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2942161"
"1765198671-403","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Dakar, Sénégal","Chaussures nourrissons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-nourrissons-2942148"
"1765198671-404","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","20 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Jordan 11","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-11-2934921"
"1765198671-405","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Baskets Nike","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-2924613"
"1765198671-406","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2924609"
"1765198671-407","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","1 000CFA","Dakar, Sénégal","Baskets fille","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-fille-2905159"
"1765201306-408","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","9 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4486289"
"1765201306-409","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","6 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4452170"
"1765201306-410","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4481347"
"1765201306-411","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","3 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4404739"
"1765201306-412","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Colobane, Dakar, Sénégal","Baskets  Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-4402939"
"1765201306-413","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4396653"
"1765201306-414","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Grand Dakar, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4430647"
"1765201306-415","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","2 500CFA","Dakar, Sénégal","Sandales enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-enfant-4427622"
"1765201306-416","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","5 000CFA","Ouest Foire, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4422835"
"1765201306-417","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","8 500CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4381758"
"1765201306-418","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","13 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4414779"
"1765201306-419","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375022"
"1765201306-420","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4375003"
"1765201306-421","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4372705"
"1765201306-422","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","11 000CFA","Dakar, Sénégal","Chaussures Skateboard","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-skateboard-4402279"
"1765201306-423","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","9 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4397886"
"1765201306-424","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","10 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4396320"
"1765201306-425","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","15 000CFA","Grand Dakar, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4394927"
"1765201306-426","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","6 000CFA","Diamalaye 1, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4392112"
"1765201306-427","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","28 000CFA","Medina, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4367839"
"1765201306-428","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Sacré-Coeur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4361430"
"1765201306-429","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Grand Dakar, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351852"
"1765201306-430","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","6 000CFA","Parcelle Assainies, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4351183"
"1765201306-431","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","15 000CFA","Ouakam, Dakar, Sénégal","Chaussures enfant - 7 paires","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-7-paires-4336733"
"1765201306-432","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","18 000CFA","Grand Dakar, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4327769"
"1765201306-433","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4300380"
"1765201306-434","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4287055"
"1765201306-435","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4173847"
"1765201306-436","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4173844"
"1765201306-437","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Grand Dakar, Dakar, Sénégal","Baskets enfant  Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-jordan-4201412"
"1765201306-438","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165640"
"1765201306-439","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165637"
"1765201306-440","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165645"
"1765201306-441","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165635"
"1765201306-442","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","HLM, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4165634"
"1765201306-443","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","2 000CFA","HLM, Dakar, Sénégal","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-4187241"
"1765201306-444","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4136187"
"1765201306-445","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","7 500CFA","Sicap foire, Dakar, Sénégal","Ballerines  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-4175703"
"1765201306-446","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4124281"
"1765201306-447","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4140244"
"1765201306-448","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-4140242"
"1765201306-449","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","12 000CFA","Diamniadio, Sénégal","Crampons pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/crampons-pour-enfant-4101596"
"1765201306-450","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","2 000CFA","Ouakam, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139946"
"1765201306-451","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","2 000CFA","Ouakam, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139937"
"1765201306-452","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","2 000CFA","Ouakam, Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4139933"
"1765201306-453","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","12 000CFA","Guediawaye, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4111498"
"1765201306-454","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","12 000CFA","Parcelle Assainies, Dakar, Sénégal","Bottes fourrées fille","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-fourrees-fille-4110432"
"1765201306-455","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Grand Dakar, Dakar, Sénégal","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4096757"
"1765201306-456","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","13 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4050259"
"1765201306-457","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","5 500CFA","Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059363"
"1765201306-458","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","5 500CFA","Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059370"
"1765201306-459","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","5 500CFA","Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4059365"
"1765201306-460","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Grand Dakar, Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4081818"
"1765201306-461","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","10 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4028219"
"1765201306-462","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","7 000CFA","Grand Yoff, Dakar, Sénégal","Pantoufles","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-4060976"
"1765201306-463","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4019759"
"1765201306-464","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4040305"
"1765201306-465","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","7 500CFA","Parcelle Assainies, Dakar, Sénégal","Chaussure Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-jordan-enfant-4040246"
"1765201306-466","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4038506"
"1765201306-467","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","6 000CFA","HLM, Dakar, Sénégal","Chaussures crocs","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-4038403"
"1765201306-468","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4002035"
"1765201306-469","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4024385"
"1765201306-470","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","15 000CFA","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4002819"
"1765201306-471","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","7 000CFA","Colobane, Dakar, Sénégal","Chaussures enfant friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-4000084"
"1765201306-472","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Baskets enfant friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-friperie-4000080"
"1765201306-473","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Biscuiterie, Dakar, Sénégal","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3958985"
"1765201306-474","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","20 000CFA","Biscuiterie, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3934730"
"1765201306-475","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","15 000CFA","Dakar, Sénégal","Chaussure enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-3920803"
"1765201306-476","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897399"
"1765201306-477","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3897395"
"1765201306-478","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3895663"
"1765201306-479","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","3 000CFA","Dakar, Sénégal","Chaussures crocs","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874877"
"1765201306-480","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","3 000CFA","Dakar, Sénégal","Chaussures crocs","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crocs-3874870"
"1765201306-481","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Yoff, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3887647"
"1765201306-482","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","15 000CFA","Biscuiterie, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3886285"
"1765201306-483","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","6 000CFA","Ouakam, Dakar, Sénégal","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3869546"
"1765201306-484","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","3 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853482"
"1765201306-485","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","2 500CFA","Dakar Plateau, Dakar, Sénégal","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3853480"
"1765201306-486","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3851925"
"1765201306-487","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","12 000CFA","Dakar, Sénégal","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3848408"
"1765201306-488","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","5 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3804708"
"1765201306-489","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","10 000CFA","Biscuiterie, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3824846"
"1765201306-490","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","1 500CFA","Cambérène, Dakar, Sénégal","Sandales africaines enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-africaines-enfants-3778619"
"1765201306-491","https://sn.coinafrique.com/categorie/chaussures-enfants?page=2","7 000CFA","Sicap Liberté, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3777593"
"1765201546-492","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","5 000CFA","Ouest Foire, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5606532"
"1765201546-493","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","5 000CFA","Grand Dakar, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5584411"
"1765201546-494","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar, Sénégal","Baskets Adidas enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-enfants-5578754"
"1765201546-495","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","14 000CFA","Colobane, Dakar, Sénégal","Baskets Nike","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-5568313"
"1765201546-496","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","18 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5556000"
"1765201546-497","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5555999"
"1765201546-498","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar, Sénégal","Baskets Nike TN pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-tn-pour-enfants-5553767"
"1765201546-499","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-enfants-5551856"
"1765201546-500","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar, Sénégal","Chaussures Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-enfants-5551836"
"1765201546-501","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","5 000CFA","Mbao, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5545268"
"1765201546-502","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5542655"
"1765201546-503","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Yoff, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5542653"
"1765201546-504","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Yoff, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5540293"
"1765201546-505","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","18 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5515698"
"1765201546-506","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5515694"
