web_scraper_order,web_scraper_start_url,price,adress,type_shoes,img
"1765201546-507","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-5512056"
"1765201546-508","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar, Sénégal","Chaussures enfants et bébés","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-et-bebes-5507047"
"1765201546-509","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5503839"
"1765201546-510","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5503837"
"1765201546-511","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5494505"
"1765201546-512","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Parcelle Assainies, Dakar, Sénégal","Bottes de pluie pour fille de 3 ans","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-pour-fille-de-3-ans-5491455"
"1765201546-513","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","7 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5416770"
"1765201546-514","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","7 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5416767"
"1765201546-515","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5388880"
"1765201546-516","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Ouakam, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5327025"
"1765201546-517","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5323154"
"1765201546-518","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5294713"
"1765201546-519","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5294302"
"1765201546-520","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","18 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5284799"
"1765201546-521","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","18 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5284783"
"1765201546-522","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-5269411"
"1765201546-523","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5253810"
"1765201546-524","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5231318"
"1765201546-525","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5231304"
"1765201546-526","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 500CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5181134"
"1765201546-527","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","7 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5181139"
"1765201546-528","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","10 000CFA","Fass, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-5181147"
"1765201546-529","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Mbao, Dakar, Sénégal","Baskets Nike Jordan","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-jordan-5210436"
"1765201546-530","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","12 000CFA","Dakar, Sénégal","Ballerines enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfants-5141832"
"1765201546-531","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-5125946"
"1765201546-532","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","3 500CFA","Parcelle Assainies, Dakar, Sénégal","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-5080430"
"1765201546-533","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","5 000CFA","Parcelle Assainies, Dakar, Sénégal","Basket","https://sn.coinafrique.com/annonce/chaussures-enfants/basket-5080428"
"1765201546-534","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 450CFA","Fass, Dakar, Sénégal","Claquettes","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-5047806"
"1765201546-535","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","1 800CFA","Dakar Plateau, Dakar, Sénégal","Ensemble chaussures et chaussettes pour bebe","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-chaussures-et-chaussettes-pour-bebe-5037805"
"1765201546-536","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Dakar, Sénégal","Ballerines enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfants-5002639"
"1765201546-537","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","6 000CFA","Yoff, Dakar, Sénégal","Baskets Nike Air Max","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-4979173"
"1765201546-538","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar, Sénégal","Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/jordan-enfants-4976138"
"1765201546-539","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar Plateau, Dakar, Sénégal","jordans enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/jordans-enfants-4969624"
"1765201546-540","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","4 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4950665"
"1765201546-541","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","13 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4934544"
"1765201546-542","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Baskets Nike enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-4930603"
"1765201546-543","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Baskets Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-4930596"
"1765201546-544","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","17 000CFA","Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4928091"
"1765201546-545","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","16 000CFA","Dakar, Sénégal","Baskets  Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-4928088"
"1765201546-546","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","11 000CFA","Rufisque, Sénégal","Baskets Jordan 6","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-4921251"
"1765201546-547","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","9 000CFA","Rufisque, Sénégal","Baskets Nike React","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-react-4921241"
"1765201546-548","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 000CFA","Rufisque, Sénégal","Baskets enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-4921233"
"1765201546-549","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","20 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4870683"
"1765201546-550","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","3 000CFA","Keur Massar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4797078"
"1765201546-551","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Dakar, Sénégal","Chaussures bébé et enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-et-enfant-4783650"
"1765201546-552","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","25 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-4781990"
"1765201546-553","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4781989"
"1765201546-554","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4779994"
"1765201546-555","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 000CFA","Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4779993"
"1765201546-556","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 500CFA","Pikine, Sénégal","Chaussures pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4775765"
"1765201546-557","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","7 000CFA","Dakar, Sénégal","Timberland enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/timberland-enfants-4763656"
"1765201546-558","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","10 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures bébés Air Force","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebes-air-force-4735737"
"1765201546-559","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4680911"
"1765201546-560","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","15 000CFA","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4676405"
"1765201546-561","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Yoff, Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4656153"
"1765201546-562","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 500CFA","Grand Yoff, Dakar, Sénégal","Pantoufles  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-enfants-4632466"
"1765201546-563","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","2 500CFA","Mbao, Dakar, Sénégal","Pantoufle enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufle-enfants-4626680"
"1765201546-564","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","17 000CFA","Grand Yoff, Dakar, Sénégal","Chaussures enfant Ogiy","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-ogiy-4623157"
"1765201546-565","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","6 500CFA","Sipres, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4608262"
"1765201546-566","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","6 500CFA","Sipres, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4608259"
"1765201546-567","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4566463"
"1765201546-568","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","13 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4514824"
"1765201546-569","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","8 000CFA","Dakar Plateau, Dakar, Sénégal","Chaussures pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-4514805"
"1765201546-570","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","6 500CFA","Dakar Plateau, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4476393"
"1765201546-571","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4517970"
"1765201546-572","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","9 000CFA","Yoff, Dakar, Sénégal","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-4516156"
"1765201546-573","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","Prix sur demande","Colobane, Dakar, Sénégal","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-4513355"
"1765201546-574","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","3 000CFA","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464312"
"1765201546-575","https://sn.coinafrique.com/categorie/chaussures-enfants?page=1","4 000CFA","Colobane, Dakar, Sénégal","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-4464284"
